variant,binary,version,dataset,run_index,seed,population,islands,generations,mutation_rate,elite_count,reported_length,cuda_elapsed_ms,generations_completed,target_reached,best_tour_path,status,notes
cuda_ga_b2_bitmask,build/CUDA-GA-B2-bitmask,GPU-Pop B1+B2,sequential/tests/fixtures/smoke_20.tsp,1,42,NA,128,500,0.05,2,73,94.1236,NA,NA,9 18 13 11 12 15 0 2 1 16 17 3 7 14 6 5 19 4 10 8 9,ok,
cuda_ga_b3_reduce,build/CUDA-GA-B3-reduce,GPU-Pop B1+B2+B3-reduce,sequential/tests/fixtures/smoke_20.tsp,1,42,NA,128,500,0.05,2,73,93.4108,NA,NA,9 18 13 11 12 15 0 2 1 16 17 3 7 14 6 5 19 4 10 8 9,ok,
cuda_ga_b3_shuffle,build/CUDA-GA-B3-shuffle,GPU-Pop B1+B2+B3-shuffle,sequential/tests/fixtures/smoke_20.tsp,1,42,NA,128,500,0.05,2,73,93.4792,NA,NA,9 18 13 11 12 15 0 2 1 16 17 3 7 14 6 5 19 4 10 8 9,ok,
cuda_ga_b4_global,build/CUDA-GA-B4-global,GPU-Pop B1+B2+B3-shuffle+B4-global,sequential/tests/fixtures/smoke_20.tsp,1,42,NA,128,500,0.05,2,73,93.525,NA,NA,9 18 13 11 12 15 0 2 1 16 17 3 7 14 6 5 19 4 10 8 9,ok,
cuda_ga_b5_bigpop,build/CUDA-GA-B5-bigpop,GPU-Pop B5-bigpop,sequential/tests/fixtures/smoke_20.tsp,1,42,NA,128,500,0.05,2,73,246.325,NA,NA,13 14 7 3 17 16 1 2 0 15 12 11 6 5 19 4 10 8 9 18 13,ok,
cuda_ga_b4_smem,build/CUDA-GA-B4-smem,GPU-Pop B1+B2+B3-shuffle+B4-smem,sequential/tests/fixtures/smoke_20.tsp,1,42,NA,128,500,0.05,2,73,93.6983,NA,NA,9 18 13 11 12 15 0 2 1 16 17 3 7 14 6 5 19 4 10 8 9,ok,
gpu_naive,build/GPU-Naive,gpu_naive,sequential/tests/fixtures/smoke_20.tsp,2,43,NA,NA,NA,NA,NA,80,0.142601,NA,NA,8 9 18 6 5 19 4 14 13 11 12 15 0 7 3 17 16 1 2 10 8,ok,
cuda_ga,build/CUDA-GA,cuda_ga,sequential/tests/fixtures/smoke_20.tsp,2,43,512,NA,500,0.05,4,75,207.797,NA,NA,10 4 14 13 11 12 15 0 7 3 17 16 1 2 9 18 6 5 19 8 10,ok,
cuda_ga_gpu_pop,build/CUDA-GA-GPU-Pop,GPU-Pop Control,sequential/tests/fixtures/smoke_20.tsp,2,43,NA,128,500,0.05,2,73,29.4789,500,no,13 14 6 5 19 4 10 8 9 18 15 0 2 1 16 17 3 7 11 12 13,ok,
cuda_ga_gpu_pop_bankconflict,build/CUDA-GA-GPU-Pop-bankconflict,GPU-Pop Bank-Conflict Variant,sequential/tests/fixtures/smoke_20.tsp,2,43,NA,128,500,0.05,2,73,29.2928,500,no,13 14 6 5 19 4 10 8 9 18 15 0 2 1 16 17 3 7 11 12 13,ok,
cuda_ga_gpu_pop_bitset,build/CUDA-GA-GPU-Pop-bitset,GPU-Pop Bitset Variant,sequential/tests/fixtures/smoke_20.tsp,2,43,NA,128,500,0.05,2,73,27.5724,500,no,13 14 6 5 19 4 10 8 9 18 15 0 2 1 16 17 3 7 11 12 13,ok,
cuda_ga_gpu_pop_parallel_sort,build/GA-GPU-POP-ParallelSort,GA-GPU-POP-ParallelSort,sequential/tests/fixtures/smoke_20.tsp,2,43,NA,128,500,0.05,2,73,94.5684,NA,NA,19 5 6 14 13 11 12 7 3 17 16 1 2 0 15 18 9 8 10 4 19,ok,
cuda_ga_gpu_pop_aos,build/GA-GPU-POP-AoS,GA-GPU-POP-AoS,sequential/tests/fixtures/smoke_20.tsp,2,43,NA,128,500,0.05,2,73,167.265,NA,NA,13 14 6 5 19 4 10 8 9 18 15 0 2 1 16 17 3 7 11 12 13,ok,
cuda_ga_gpu_pop_global_dist,build/GA-GPU-POP-GlobalDist,GA-GPU-POP-GlobalDist,sequential/tests/fixtures/smoke_20.tsp,2,43,NA,128,500,0.05,2,73,34.6417,500,no,13 14 6 5 19 4 10 8 9 18 15 0 2 1 16 17 3 7 11 12 13,ok,
cuda_ga_gpu_pop_verbose_comments,build/GA-GPU-POP-VerboseComments,GA-GPU-POP-VerboseComments,sequential/tests/fixtures/smoke_20.tsp,2,43,NA,128,500,0.05,2,73,114.768,NA,NA,13 14 6 5 19 4 10 8 9 18 15 0 2 1 16 17 3 7 11 12 13,ok,
cuda_ga_b1_stride,build/CUDA-GA-B1-stride,GPU-Pop B1-stride,sequential/tests/fixtures/smoke_20.tsp,2,43,NA,128,500,0.05,2,73,95.3193,NA,NA,10 8 9 18 6 13 11 12 15 0 2 1 16 17 3 7 14 5 19 4 10,ok,
cuda_ga_b2_bitmask,build/CUDA-GA-B2-bitmask,GPU-Pop B1+B2,sequential/tests/fixtures/smoke_20.tsp,2,43,NA,128,500,0.05,2,73,94.0528,NA,NA,10 8 9 18 6 13 11 12 15 0 2 1 16 17 3 7 14 5 19 4 10,ok,
cuda_ga_b3_reduce,build/CUDA-GA-B3-reduce,GPU-Pop B1+B2+B3-reduce,sequential/tests/fixtures/smoke_20.tsp,2,43,NA,128,500,0.05,2,73,92.845,NA,NA,10 8 9 18 6 13 11 12 15 0 2 1 16 17 3 7 14 5 19 4 10,ok,
cuda_ga_b3_shuffle,build/CUDA-GA-B3-shuffle,GPU-Pop B1+B2+B3-shuffle,sequential/tests/fixtures/smoke_20.tsp,2,43,NA,128,500,0.05,2,73,93.8559,NA,NA,10 8 9 18 6 13 11 12 15 0 2 1 16 17 3 7 14 5 19 4 10,ok,
cuda_ga_b4_global,build/CUDA-GA-B4-global,GPU-Pop B1+B2+B3-shuffle+B4-global,sequential/tests/fixtures/smoke_20.tsp,2,43,NA,128,500,0.05,2,73,93.1937,NA,NA,10 8 9 18 6 13 11 12 15 0 2 1 16 17 3 7 14 5 19 4 10,ok,
cuda_ga_b5_bigpop,build/CUDA-GA-B5-bigpop,GPU-Pop B5-bigpop,sequential/tests/fixtures/smoke_20.tsp,2,43,NA,128,500,0.05,2,73,246.956,NA,NA,13 11 12 15 0 2 1 16 17 3 7 14 6 5 19 4 10 8 9 18 13,ok,
cuda_ga_b4_smem,build/CUDA-GA-B4-smem,GPU-Pop B1+B2+B3-shuffle+B4-smem,sequential/tests/fixtures/smoke_20.tsp,2,43,NA,128,500,0.05,2,73,93.1285,NA,NA,10 8 9 18 6 13 11 12 15 0 2 1 16 17 3 7 14 5 19 4 10,ok,
gpu_naive,build/GPU-Naive,gpu_naive,sequential/tests/fixtures/smoke_20.tsp,3,44,NA,NA,NA,NA,NA,80,0.131155,NA,NA,8 9 18 6 5 19 4 14 13 11 12 15 0 7 3 17 16 1 2 10 8,ok,
cuda_ga,build/CUDA-GA,cuda_ga,sequential/tests/fixtures/smoke_20.tsp,3,44,512,NA,500,0.05,4,75,207.458,NA,NA,4 14 13 11 12 15 0 7 3 17 16 1 2 9 18 6 5 19 8 10 4,ok,
cuda_ga_gpu_pop,build/CUDA-GA-GPU-Pop,GPU-Pop Control,sequential/tests/fixtures/smoke_20.tsp,3,44,NA,128,500,0.05,2,73,29.4514,500,no,16 1 2 0 15 18 9 8 10 4 19 5 6 11 12 13 14 7 17 3 16,ok,
cuda_ga_gpu_pop_bankconflict,build/CUDA-GA-GPU-Pop-bankconflict,GPU-Pop Bank-Conflict Variant,sequential/tests/fixtures/smoke_20.tsp,3,44,NA,128,500,0.05,2,73,29.2197,500,no,16 1 2 0 15 18 9 8 10 4 19 5 6 11 12 13 14 7 17 3 16,ok,
cuda_ga_gpu_pop_bitset,build/CUDA-GA-GPU-Pop-bitset,GPU-Pop Bitset Variant,sequential/tests/fixtures/smoke_20.tsp,3,44,NA,128,500,0.05,2,73,27.4659,500,no,16 1 2 0 15 18 9 8 10 4 19 5 6 11 12 13 14 7 17 3 16,ok,
cuda_ga_gpu_pop_parallel_sort,build/GA-GPU-POP-ParallelSort,GA-GPU-POP-ParallelSort,sequential/tests/fixtures/smoke_20.tsp,3,44,NA,128,500,0.05,2,73,94.9589,NA,NA,16 1 2 0 15 18 9 8 10 4 19 5 6 11 12 13 14 7 17 3 16,ok,
cuda_ga_gpu_pop_aos,build/GA-GPU-POP-AoS,GA-GPU-POP-AoS,sequential/tests/fixtures/smoke_20.tsp,3,44,NA,128,500,0.05,2,73,166.686,NA,NA,16 1 2 0 15 18 9 8 10 4 19 5 6 11 12 13 14 7 17 3 16,ok,
cuda_ga_gpu_pop_global_dist,build/GA-GPU-POP-GlobalDist,GA-GPU-POP-GlobalDist,sequential/tests/fixtures/smoke_20.tsp,3,44,NA,128,500,0.05,2,73,34.6396,500,no,16 1 2 0 15 18 9 8 10 4 19 5 6 11 12 13 14 7 17 3 16,ok,
cuda_ga_gpu_pop_verbose_comments,build/GA-GPU-POP-VerboseComments,GA-GPU-POP-VerboseComments,sequential/tests/fixtures/smoke_20.tsp,3,44,NA,128,500,0.05,2,73,115.252,NA,NA,16 1 2 0 15 18 9 8 10 4 19 5 6 11 12 13 14 7 17 3 16,ok,
cuda_ga_b1_stride,build/CUDA-GA-B1-stride,GPU-Pop B1-stride,sequential/tests/fixtures/smoke_20.tsp,3,44,NA,128,500,0.05,2,73,94.3831,NA,NA,11 6 5 19 4 10 8 9 18 15 0 2 1 16 3 17 7 14 13 12 11,ok,
cuda_ga_b2_bitmask,build/CUDA-GA-B2-bitmask,GPU-Pop B1+B2,sequential/tests/fixtures/smoke_20.tsp,3,44,NA,128,500,0.05,2,73,93.1425,NA,NA,11 6 5 19 4 10 8 9 18 15 0 2 1 16 3 17 7 14 13 12 11,ok,
cuda_ga_b3_reduce,build/CUDA-GA-B3-reduce,GPU-Pop B1+B2+B3-reduce,sequential/tests/fixtures/smoke_20.tsp,3,44,NA,128,500,0.05,2,73,93.6489,NA,NA,11 6 5 19 4 10 8 9 18 15 0 2 1 16 3 17 7 14 13 12 11,ok,
cuda_ga_b3_shuffle,build/CUDA-GA-B3-shuffle,GPU-Pop B1+B2+B3-shuffle,sequential/tests/fixtures/smoke_20.tsp,3,44,NA,128,500,0.05,2,73,93.6444,NA,NA,11 6 5 19 4 10 8 9 18 15 0 2 1 16 3 17 7 14 13 12 11,ok,
cuda_ga_b4_global,build/CUDA-GA-B4-global,GPU-Pop B1+B2+B3-shuffle+B4-global,sequential/tests/fixtures/smoke_20.tsp,3,44,NA,128,500,0.05,2,73,92.7258,NA,NA,11 6 5 19 4 10 8 9 18 15 0 2 1 16 3 17 7 14 13 12 11,ok,
cuda_ga_b5_bigpop,build/CUDA-GA-B5-bigpop,GPU-Pop B5-bigpop,sequential/tests/fixtures/smoke_20.tsp,3,44,NA,128,500,0.05,2,73,246.822,NA,NA,3 17 16 1 2 0 15 12 11 18 9 8 10 4 19 5 6 13 14 7 3,ok,
cuda_ga_b4_smem,build/CUDA-GA-B4-smem,GPU-Pop B1+B2+B3-shuffle+B4-smem,sequential/tests/fixtures/smoke_20.tsp,3,44,NA,128,500,0.05,2,73,94.1465,NA,NA,11 6 5 19 4 10 8 9 18 15 0 2 1 16 3 17 7 14 13 12 11,ok,
