variant,binary,version,dataset,run_index,seed,population,islands,generations,mutation_rate,elite_count,reported_length,cuda_elapsed_ms,generations_completed,target_reached,best_tour_path,status,notes
cuda_ga_c4_global,build/CUDA-GA-C4-global,cuda_ga_c4_global,sequential/tests/fixtures/smoke_20.tsp,2,101,NA,256,2000,0.03,2,73,117.842,NA,NA,17 3 16 1 2 0 15 12 11 6 18 9 8 10 4 19 5 14 13 7 17,ok,
cuda_ga_c5_bigpop,build/CUDA-GA-C5-bigpop,cuda_ga_c5_bigpop,sequential/tests/fixtures/smoke_20.tsp,2,101,NA,256,2000,0.03,2,73,1686.17,NA,NA,4 19 5 6 14 13 12 11 7 3 17 16 1 2 0 15 18 9 8 10 4,ok,
cuda_ga_b4_smem,build/CUDA-GA-B4-smem,GPU-Pop B1+B2+B3-shuffle+B4-smem,sequential/tests/fixtures/smoke_20.tsp,2,101,NA,256,2000,0.03,2,73,117.074,NA,NA,16 17 3 7 14 6 5 19 4 10 8 9 18 13 11 12 15 0 2 1 16,ok,
gpu_naive,build/GPU-Naive,gpu_naive,sequential/tests/fixtures/smoke_20.tsp,3,102,NA,NA,NA,NA,NA,80,0.127132,NA,NA,8 9 18 6 5 19 4 14 13 11 12 15 0 7 3 17 16 1 2 10 8,ok,
cuda_ga,build/CUDA-GA,cuda_ga,sequential/tests/fixtures/smoke_20.tsp,3,102,512,NA,2000,0.03,4,75,560.697,NA,NA,13 11 12 15 0 7 3 17 16 1 2 9 18 6 5 19 8 10 4 14 13,ok,
cuda_ga_no_greedy,build/CUDA-GA-no-greedy,cuda_ga_no_greedy,sequential/tests/fixtures/smoke_20.tsp,3,102,512,NA,2000,0.03,4,74,561.992,NA,NA,2 1 16 17 3 0 15 12 11 6 18 9 8 10 4 19 5 14 13 7 2,ok,
cuda_ga_gpu_pop,build/CUDA-GA-GPU-Pop,GPU-Pop Control,sequential/tests/fixtures/smoke_20.tsp,3,102,NA,256,2000,0.03,2,73,121.539,2000,no,7 17 3 16 1 2 0 15 18 9 8 10 4 19 5 6 14 13 11 12 7,ok,
cuda_ga_gpu_pop_bankconflict,build/CUDA-GA-GPU-Pop-bankconflict,GPU-Pop Bank-Conflict Variant,sequential/tests/fixtures/smoke_20.tsp,3,102,NA,256,2000,0.03,2,73,120.553,2000,no,7 17 3 16 1 2 0 15 18 9 8 10 4 19 5 6 14 13 11 12 7,ok,
cuda_ga_gpu_pop_bitset,build/CUDA-GA-GPU-Pop-bitset,GPU-Pop Bitset Variant,sequential/tests/fixtures/smoke_20.tsp,3,102,NA,256,2000,0.03,2,73,115.333,2000,no,7 17 3 16 1 2 0 15 18 9 8 10 4 19 5 6 14 13 11 12 7,ok,
cuda_ga_gpu_pop_parallel_sort,build/GA-GPU-POP-ParallelSort,GA-GPU-POP-ParallelSort,sequential/tests/fixtures/smoke_20.tsp,3,102,NA,256,2000,0.03,2,73,125.442,NA,NA,7 17 3 16 1 2 0 15 18 9 8 10 4 19 5 6 14 13 11 12 7,ok,
cuda_ga_gpu_pop_aos,build/GA-GPU-POP-AoS,GA-GPU-POP-AoS,sequential/tests/fixtures/smoke_20.tsp,3,102,NA,256,2000,0.03,2,73,626.028,NA,NA,7 17 3 16 1 2 0 15 18 9 8 10 4 19 5 6 14 13 11 12 7,ok,
cuda_ga_gpu_pop_global_dist,build/GA-GPU-POP-GlobalDist,GA-GPU-POP-GlobalDist,sequential/tests/fixtures/smoke_20.tsp,3,102,NA,256,2000,0.03,2,73,149.262,2000,no,7 17 3 16 1 2 0 15 18 9 8 10 4 19 5 6 14 13 11 12 7,ok,
cuda_ga_gpu_pop_verbose_comments,build/GA-GPU-POP-VerboseComments,GA-GPU-POP-VerboseComments,sequential/tests/fixtures/smoke_20.tsp,3,102,NA,256,2000,0.03,2,73,205.636,NA,NA,7 17 3 16 1 2 0 15 18 9 8 10 4 19 5 6 14 13 11 12 7,ok,
cuda_ga_b1_stride,build/CUDA-GA-B1-stride,cuda_ga_b1_stride,sequential/tests/fixtures/smoke_20.tsp,3,102,NA,256,2000,0.03,2,73,125.501,NA,NA,4 10 8 9 18 6 11 12 15 0 2 1 16 17 3 7 13 14 5 19 4,ok,
cuda_ga_b2_bitmask,build/CUDA-GA-B2-bitmask,cuda_ga_b2_bitmask,sequential/tests/fixtures/smoke_20.tsp,3,102,NA,256,2000,0.03,2,73,117.75,NA,NA,4 10 8 9 18 6 11 12 15 0 2 1 16 17 3 7 13 14 5 19 4,ok,
cuda_ga_b3_reduce,build/CUDA-GA-B3-reduce,cuda_ga_b3_reduce,sequential/tests/fixtures/smoke_20.tsp,3,102,NA,256,2000,0.03,2,73,117.331,NA,NA,4 10 8 9 18 6 11 12 15 0 2 1 16 17 3 7 13 14 5 19 4,ok,
cuda_ga_b3_shuffle,build/CUDA-GA-B3-shuffle,GPU-Pop B1+B2+B3-shuffle,sequential/tests/fixtures/smoke_20.tsp,3,102,NA,256,2000,0.03,2,73,117.485,NA,NA,4 10 8 9 18 6 11 12 15 0 2 1 16 17 3 7 13 14 5 19 4,ok,
cuda_ga_b4_global,build/CUDA-GA-B4-global,cuda_ga_b4_global,sequential/tests/fixtures/smoke_20.tsp,3,102,NA,256,2000,0.03,2,73,117.208,NA,NA,4 10 8 9 18 6 11 12 15 0 2 1 16 17 3 7 13 14 5 19 4,ok,
cuda_ga_b5_bigpop,build/CUDA-GA-B5-bigpop,cuda_ga_b5_bigpop,sequential/tests/fixtures/smoke_20.tsp,3,102,NA,256,2000,0.03,2,73,1681.68,NA,NA,4 19 5 6 11 12 13 14 7 17 3 16 1 2 0 15 18 9 8 10 4,ok,
cuda_ga_c1_stride,build/CUDA-GA-C1-stride,cuda_ga_c1_stride,sequential/tests/fixtures/smoke_20.tsp,3,102,NA,256,2000,0.03,2,73,125.446,NA,NA,14 13 11 12 7 17 3 16 1 2 0 15 18 9 8 10 4 19 5 6 14,ok,
cuda_ga_c2_bitmask,build/CUDA-GA-C2-bitmask,cuda_ga_c2_bitmask,sequential/tests/fixtures/smoke_20.tsp,3,102,NA,256,2000,0.03,2,73,117.929,NA,NA,14 13 11 12 7 17 3 16 1 2 0 15 18 9 8 10 4 19 5 6 14,ok,
cuda_ga_c3_reduce,build/CUDA-GA-C3-reduce,cuda_ga_c3_reduce,sequential/tests/fixtures/smoke_20.tsp,3,102,NA,256,2000,0.03,2,73,117.062,NA,NA,14 13 11 12 7 17 3 16 1 2 0 15 18 9 8 10 4 19 5 6 14,ok,
cuda_ga_c4_global,build/CUDA-GA-C4-global,cuda_ga_c4_global,sequential/tests/fixtures/smoke_20.tsp,3,102,NA,256,2000,0.03,2,73,117.325,NA,NA,14 13 11 12 7 17 3 16 1 2 0 15 18 9 8 10 4 19 5 6 14,ok,
cuda_ga_c5_bigpop,build/CUDA-GA-C5-bigpop,cuda_ga_c5_bigpop,sequential/tests/fixtures/smoke_20.tsp,3,102,NA,256,2000,0.03,2,73,1684.68,NA,NA,17 7 11 12 13 14 6 5 19 4 10 8 9 18 15 0 2 1 16 3 17,ok,
cuda_ga_b4_smem,build/CUDA-GA-B4-smem,GPU-Pop B1+B2+B3-shuffle+B4-smem,sequential/tests/fixtures/smoke_20.tsp,3,102,NA,256,2000,0.03,2,73,116.659,NA,NA,4 10 8 9 18 6 11 12 15 0 2 1 16 17 3 7 13 14 5 19 4,ok,
gpu_naive,build/GPU-Naive,gpu_naive,sequential/tests/fixtures/smoke_20.tsp,4,103,NA,NA,NA,NA,NA,80,0.139965,NA,NA,8 9 18 6 5 19 4 14 13 11 12 15 0 7 3 17 16 1 2 10 8,ok,
cuda_ga,build/CUDA-GA,cuda_ga,sequential/tests/fixtures/smoke_20.tsp,4,103,512,NA,2000,0.03,4,75,563.971,NA,NA,0 7 3 17 16 1 2 9 18 6 5 19 8 10 4 14 13 11 12 15 0,ok,
cuda_ga_no_greedy,build/CUDA-GA-no-greedy,cuda_ga_no_greedy,sequential/tests/fixtures/smoke_20.tsp,4,103,512,NA,2000,0.03,4,73,564.406,NA,NA,0 15 18 9 8 10 4 19 5 6 14 13 11 12 7 3 17 16 1 2 0,ok,
cuda_ga_gpu_pop,build/CUDA-GA-GPU-Pop,GPU-Pop Control,sequential/tests/fixtures/smoke_20.tsp,4,103,NA,256,2000,0.03,2,73,121.296,2000,no,13 18 9 8 10 4 19 5 6 11 12 15 0 2 1 16 17 3 7 14 13,ok,
cuda_ga_gpu_pop_bankconflict,build/CUDA-GA-GPU-Pop-bankconflict,GPU-Pop Bank-Conflict Variant,sequential/tests/fixtures/smoke_20.tsp,4,103,NA,256,2000,0.03,2,73,120.506,2000,no,13 18 9 8 10 4 19 5 6 11 12 15 0 2 1 16 17 3 7 14 13,ok,
cuda_ga_gpu_pop_bitset,build/CUDA-GA-GPU-Pop-bitset,GPU-Pop Bitset Variant,sequential/tests/fixtures/smoke_20.tsp,4,103,NA,256,2000,0.03,2,73,115.189,2000,no,13 18 9 8 10 4 19 5 6 11 12 15 0 2 1 16 17 3 7 14 13,ok,
cuda_ga_gpu_pop_parallel_sort,build/GA-GPU-POP-ParallelSort,GA-GPU-POP-ParallelSort,sequential/tests/fixtures/smoke_20.tsp,4,103,NA,256,2000,0.03,2,73,124.992,NA,NA,2 1 16 17 3 7 14 6 5 19 4 10 8 9 18 13 11 12 15 0 2,ok,
cuda_ga_gpu_pop_aos,build/GA-GPU-POP-AoS,GA-GPU-POP-AoS,sequential/tests/fixtures/smoke_20.tsp,4,103,NA,256,2000,0.03,2,73,626.338,NA,NA,13 18 9 8 10 4 19 5 6 11 12 15 0 2 1 16 17 3 7 14 13,ok,
cuda_ga_gpu_pop_global_dist,build/GA-GPU-POP-GlobalDist,GA-GPU-POP-GlobalDist,sequential/tests/fixtures/smoke_20.tsp,4,103,NA,256,2000,0.03,2,73,149.123,2000,no,13 18 9 8 10 4 19 5 6 11 12 15 0 2 1 16 17 3 7 14 13,ok,
cuda_ga_gpu_pop_verbose_comments,build/GA-GPU-POP-VerboseComments,GA-GPU-POP-VerboseComments,sequential/tests/fixtures/smoke_20.tsp,4,103,NA,256,2000,0.03,2,73,204.025,NA,NA,13 18 9 8 10 4 19 5 6 11 12 15 0 2 1 16 17 3 7 14 13,ok,
cuda_ga_b1_stride,build/CUDA-GA-B1-stride,cuda_ga_b1_stride,sequential/tests/fixtures/smoke_20.tsp,4,103,NA,256,2000,0.03,2,73,127.31,NA,NA,3 17 7 14 6 5 19 4 10 8 9 18 13 11 12 15 0 2 1 16 3,ok,
cuda_ga_b2_bitmask,build/CUDA-GA-B2-bitmask,cuda_ga_b2_bitmask,sequential/tests/fixtures/smoke_20.tsp,4,103,NA,256,2000,0.03,2,73,119.16,NA,NA,3 17 7 14 6 5 19 4 10 8 9 18 13 11 12 15 0 2 1 16 3,ok,
cuda_ga_b3_reduce,build/CUDA-GA-B3-reduce,cuda_ga_b3_reduce,sequential/tests/fixtures/smoke_20.tsp,4,103,NA,256,2000,0.03,2,73,117.321,NA,NA,3 17 7 14 6 5 19 4 10 8 9 18 13 11 12 15 0 2 1 16 3,ok,
cuda_ga_b3_shuffle,build/CUDA-GA-B3-shuffle,GPU-Pop B1+B2+B3-shuffle,sequential/tests/fixtures/smoke_20.tsp,4,103,NA,256,2000,0.03,2,73,117.239,NA,NA,3 17 7 14 6 5 19 4 10 8 9 18 13 11 12 15 0 2 1 16 3,ok,
cuda_ga_b4_global,build/CUDA-GA-B4-global,cuda_ga_b4_global,sequential/tests/fixtures/smoke_20.tsp,4,103,NA,256,2000,0.03,2,73,117.137,NA,NA,3 17 7 14 6 5 19 4 10 8 9 18 13 11 12 15 0 2 1 16 3,ok,
cuda_ga_b5_bigpop,build/CUDA-GA-B5-bigpop,cuda_ga_b5_bigpop,sequential/tests/fixtures/smoke_20.tsp,4,103,NA,256,2000,0.03,2,73,1683.15,NA,NA,14 6 5 19 4 10 8 9 18 15 0 2 1 16 3 17 7 11 12 13 14,ok,
cuda_ga_c1_stride,build/CUDA-GA-C1-stride,cuda_ga_c1_stride,sequential/tests/fixtures/smoke_20.tsp,4,103,NA,256,2000,0.03,2,73,125.756,NA,NA,11 12 15 0 2 1 16 3 17 7 14 5 19 4 10 8 9 18 6 13 11,ok,
cuda_ga_c2_bitmask,build/CUDA-GA-C2-bitmask,cuda_ga_c2_bitmask,sequential/tests/fixtures/smoke_20.tsp,4,103,NA,256,2000,0.03,2,73,117.63,NA,NA,11 12 15 0 2 1 16 3 17 7 14 5 19 4 10 8 9 18 6 13 11,ok,
cuda_ga_c3_reduce,build/CUDA-GA-C3-reduce,cuda_ga_c3_reduce,sequential/tests/fixtures/smoke_20.tsp,4,103,NA,256,2000,0.03,2,73,118.097,NA,NA,11 12 15 0 2 1 16 3 17 7 14 5 19 4 10 8 9 18 6 13 11,ok,
cuda_ga_c4_global,build/CUDA-GA-C4-global,cuda_ga_c4_global,sequential/tests/fixtures/smoke_20.tsp,4,103,NA,256,2000,0.03,2,73,118.493,NA,NA,11 12 15 0 2 1 16 3 17 7 14 5 19 4 10 8 9 18 6 13 11,ok,
cuda_ga_c5_bigpop,build/CUDA-GA-C5-bigpop,cuda_ga_c5_bigpop,sequential/tests/fixtures/smoke_20.tsp,4,103,NA,256,2000,0.03,2,73,1683.61,NA,NA,0 2 1 16 17 3 7 14 5 19 4 10 8 9 18 6 13 11 12 15 0,ok,
cuda_ga_b4_smem,build/CUDA-GA-B4-smem,GPU-Pop B1+B2+B3-shuffle+B4-smem,sequential/tests/fixtures/smoke_20.tsp,4,103,NA,256,2000,0.03,2,73,119.44,NA,NA,3 17 7 14 6 5 19 4 10 8 9 18 13 11 12 15 0 2 1 16 3,ok,
gpu_naive,build/GPU-Naive,gpu_naive,sequential/tests/fixtures/smoke_20.tsp,5,104,NA,NA,NA,NA,NA,80,0.129791,NA,NA,8 9 18 6 5 19 4 14 13 11 12 15 0 7 3 17 16 1 2 10 8,ok,
cuda_ga,build/CUDA-GA,cuda_ga,sequential/tests/fixtures/smoke_20.tsp,5,104,512,NA,2000,0.03,4,75,564.657,NA,NA,15 0 7 3 17 16 1 2 9 18 6 5 19 8 10 4 14 13 11 12 15,ok,
cuda_ga_no_greedy,build/CUDA-GA-no-greedy,cuda_ga_no_greedy,sequential/tests/fixtures/smoke_20.tsp,5,104,512,NA,2000,0.03,4,73,563.233,NA,NA,7 3 17 16 1 2 0 15 12 11 18 9 8 10 4 19 5 6 14 13 7,ok,
cuda_ga_gpu_pop,build/CUDA-GA-GPU-Pop,GPU-Pop Control,sequential/tests/fixtures/smoke_20.tsp,5,104,NA,256,2000,0.03,2,73,121.343,2000,no,5 19 4 10 8 9 18 15 0 2 1 16 3 17 7 11 12 13 14 6 5,ok,
cuda_ga_gpu_pop_bankconflict,build/CUDA-GA-GPU-Pop-bankconflict,GPU-Pop Bank-Conflict Variant,sequential/tests/fixtures/smoke_20.tsp,5,104,NA,256,2000,0.03,2,73,120.223,2000,no,5 19 4 10 8 9 18 15 0 2 1 16 3 17 7 11 12 13 14 6 5,ok,
cuda_ga_gpu_pop_bitset,build/CUDA-GA-GPU-Pop-bitset,GPU-Pop Bitset Variant,sequential/tests/fixtures/smoke_20.tsp,5,104,NA,256,2000,0.03,2,73,114.945,2000,no,5 19 4 10 8 9 18 15 0 2 1 16 3 17 7 11 12 13 14 6 5,ok,
cuda_ga_gpu_pop_parallel_sort,build/GA-GPU-POP-ParallelSort,GA-GPU-POP-ParallelSort,sequential/tests/fixtures/smoke_20.tsp,5,104,NA,256,2000,0.03,2,73,126.195,NA,NA,12 11 13 14 6 5 19 4 10 8 9 18 15 0 2 1 16 17 3 7 12,ok,
cuda_ga_gpu_pop_aos,build/GA-GPU-POP-AoS,GA-GPU-POP-AoS,sequential/tests/fixtures/smoke_20.tsp,5,104,NA,256,2000,0.03,2,73,625.962,NA,NA,5 19 4 10 8 9 18 15 0 2 1 16 3 17 7 11 12 13 14 6 5,ok,
