variant,binary,version,dataset,run_index,seed,population,islands,generations,mutation_rate,elite_count,reported_length,elapsed_seconds,max_rss_kb,status,notes
cuda_ga_gpu_pop_parallel_sort,build/GA-GPU-POP-ParallelSort,GA-GPU-POP-ParallelSort,data/berlin52.tsp,3,1460176313,NA,128,1000,0.05,2,9494,0.15,124300,ok,
cuda_ga_gpu_pop_aos,build/GA-GPU-POP-AoS,GA-GPU-POP-AoS,data/berlin52.tsp,3,1460176313,NA,128,1000,0.05,2,9097,0.33,122216,ok,
cuda_ga_gpu_pop_global_dist,build/GA-GPU-POP-GlobalDist,GA-GPU-POP-GlobalDist,data/berlin52.tsp,3,1460176313,NA,128,1000,0.05,2,9097,0.22,122100,ok,
cuda_ga_gpu_pop_verbose_comments,build/GA-GPU-POP-VerboseComments,GA-GPU-POP-VerboseComments,data/berlin52.tsp,3,1460176313,NA,128,1000,0.05,2,9097,0.19,124252,ok,
cuda_ga_b1_stride,build/CUDA-GA-B1-stride,GPU-Pop B1-stride,data/berlin52.tsp,3,1460176313,NA,128,1000,0.05,2,9097,0.19,124228,ok,
cuda_ga_b2_bitmask,build/CUDA-GA-B2-bitmask,GPU-Pop B1+B2,data/berlin52.tsp,3,1460176313,NA,128,1000,0.05,2,9097,0.19,122184,ok,
cuda_ga_b3_reduce,build/CUDA-GA-B3-reduce,GPU-Pop B1+B2+B3-reduce,data/berlin52.tsp,3,1460176313,NA,128,1000,0.05,2,9494,0.14,124216,ok,
cuda_ga_b3_shuffle,build/CUDA-GA-B3-shuffle,GPU-Pop B1+B2+B3-shuffle,data/berlin52.tsp,3,1460176313,NA,128,1000,0.05,2,9494,0.14,122160,ok,
cuda_ga_b4_global,build/CUDA-GA-B4-global,GPU-Pop B1+B2+B3-shuffle+B4-global,data/berlin52.tsp,3,1460176313,NA,128,1000,0.05,2,9494,0.14,122560,ok,
cuda_ga_b4_smem,build/CUDA-GA-B4-smem,GPU-Pop B1+B2+B3-shuffle+B4-smem,data/berlin52.tsp,3,1460176313,NA,128,1000,0.05,2,9494,0.18,122064,ok,
gpu_naive,build/GPU-Naive,gpu_naive,data/berlin52.tsp,4,850277182,NA,NA,NA,NA,NA,8181,0.10,123892,ok,
cuda_ga,build/CUDA-GA,cuda_ga,data/berlin52.tsp,4,850277182,512,NA,1000,0.05,4,8035,0.51,122100,ok,
cuda_ga_gpu_pop,build/CUDA-GA-GPU-Pop,GPU-Pop Control,data/berlin52.tsp,4,850277182,NA,128,1000,0.05,2,9176,0.19,124252,ok,
cuda_ga_gpu_pop_bankconflict,build/CUDA-GA-GPU-Pop-bankconflict,GPU-Pop Bank-Conflict Variant,data/berlin52.tsp,4,850277182,NA,128,1000,0.05,2,9176,0.19,122216,ok,
cuda_ga_gpu_pop_bitset,build/CUDA-GA-GPU-Pop-bitset,GPU-Pop Bitset Variant,data/berlin52.tsp,4,850277182,NA,128,1000,0.05,2,9176,0.18,122220,ok,
cuda_ga_gpu_pop_parallel_sort,build/GA-GPU-POP-ParallelSort,GA-GPU-POP-ParallelSort,data/berlin52.tsp,4,850277182,NA,128,1000,0.05,2,9176,0.15,122264,ok,
cuda_ga_gpu_pop_aos,build/GA-GPU-POP-AoS,GA-GPU-POP-AoS,data/berlin52.tsp,4,850277182,NA,128,1000,0.05,2,9176,0.33,122212,ok,
cuda_ga_gpu_pop_global_dist,build/GA-GPU-POP-GlobalDist,GA-GPU-POP-GlobalDist,data/berlin52.tsp,4,850277182,NA,128,1000,0.05,2,9176,0.22,122096,ok,
cuda_ga_gpu_pop_verbose_comments,build/GA-GPU-POP-VerboseComments,GA-GPU-POP-VerboseComments,data/berlin52.tsp,4,850277182,NA,128,1000,0.05,2,9176,0.19,122216,ok,
cuda_ga_b1_stride,build/CUDA-GA-B1-stride,GPU-Pop B1-stride,data/berlin52.tsp,4,850277182,NA,128,1000,0.05,2,9176,0.19,122184,ok,
cuda_ga_b2_bitmask,build/CUDA-GA-B2-bitmask,GPU-Pop B1+B2,data/berlin52.tsp,4,850277182,NA,128,1000,0.05,2,9176,0.19,122576,ok,
cuda_ga_b3_reduce,build/CUDA-GA-B3-reduce,GPU-Pop B1+B2+B3-reduce,data/berlin52.tsp,4,850277182,NA,128,1000,0.05,2,9176,0.14,124212,ok,
cuda_ga_b3_shuffle,build/CUDA-GA-B3-shuffle,GPU-Pop B1+B2+B3-shuffle,data/berlin52.tsp,4,850277182,NA,128,1000,0.05,2,9176,0.14,122164,ok,
cuda_ga_b4_global,build/CUDA-GA-B4-global,GPU-Pop B1+B2+B3-shuffle+B4-global,data/berlin52.tsp,4,850277182,NA,128,1000,0.05,2,9176,0.14,122020,ok,
cuda_ga_b4_smem,build/CUDA-GA-B4-smem,GPU-Pop B1+B2+B3-shuffle+B4-smem,data/berlin52.tsp,4,850277182,NA,128,1000,0.05,2,9176,0.18,122060,ok,
gpu_naive,build/GPU-Naive,gpu_naive,data/berlin52.tsp,5,631295739,NA,NA,NA,NA,NA,8181,0.10,122484,ok,
cuda_ga,build/CUDA-GA,cuda_ga,data/berlin52.tsp,5,631295739,512,NA,1000,0.05,4,7640,0.51,122100,ok,
cuda_ga_gpu_pop,build/CUDA-GA-GPU-Pop,GPU-Pop Control,data/berlin52.tsp,5,631295739,NA,128,1000,0.05,2,9713,0.19,122212,ok,
cuda_ga_gpu_pop_bankconflict,build/CUDA-GA-GPU-Pop-bankconflict,GPU-Pop Bank-Conflict Variant,data/berlin52.tsp,5,631295739,NA,128,1000,0.05,2,9713,0.19,122212,ok,
cuda_ga_gpu_pop_bitset,build/CUDA-GA-GPU-Pop-bitset,GPU-Pop Bitset Variant,data/berlin52.tsp,5,631295739,NA,128,1000,0.05,2,9713,0.17,122224,ok,
cuda_ga_gpu_pop_parallel_sort,build/GA-GPU-POP-ParallelSort,GA-GPU-POP-ParallelSort,data/berlin52.tsp,5,631295739,NA,128,1000,0.05,2,9280,0.15,122264,ok,
cuda_ga_gpu_pop_aos,build/GA-GPU-POP-AoS,GA-GPU-POP-AoS,data/berlin52.tsp,5,631295739,NA,128,1000,0.05,2,9713,0.32,122216,ok,
cuda_ga_gpu_pop_global_dist,build/GA-GPU-POP-GlobalDist,GA-GPU-POP-GlobalDist,data/berlin52.tsp,5,631295739,NA,128,1000,0.05,2,9713,0.22,122100,ok,
cuda_ga_gpu_pop_verbose_comments,build/GA-GPU-POP-VerboseComments,GA-GPU-POP-VerboseComments,data/berlin52.tsp,5,631295739,NA,128,1000,0.05,2,9713,0.19,124248,ok,
cuda_ga_b1_stride,build/CUDA-GA-B1-stride,GPU-Pop B1-stride,data/berlin52.tsp,5,631295739,NA,128,1000,0.05,2,9713,0.19,122192,ok,
cuda_ga_b2_bitmask,build/CUDA-GA-B2-bitmask,GPU-Pop B1+B2,data/berlin52.tsp,5,631295739,NA,128,1000,0.05,2,9713,0.19,122188,ok,
cuda_ga_b3_reduce,build/CUDA-GA-B3-reduce,GPU-Pop B1+B2+B3-reduce,data/berlin52.tsp,5,631295739,NA,128,1000,0.05,2,9280,0.14,122176,ok,
cuda_ga_b3_shuffle,build/CUDA-GA-B3-shuffle,GPU-Pop B1+B2+B3-shuffle,data/berlin52.tsp,5,631295739,NA,128,1000,0.05,2,9280,0.14,122164,ok,
cuda_ga_b4_global,build/CUDA-GA-B4-global,GPU-Pop B1+B2+B3-shuffle+B4-global,data/berlin52.tsp,5,631295739,NA,128,1000,0.05,2,9280,0.14,124056,ok,
cuda_ga_b4_smem,build/CUDA-GA-B4-smem,GPU-Pop B1+B2+B3-shuffle+B4-smem,data/berlin52.tsp,5,631295739,NA,128,1000,0.05,2,9280,0.17,122064,ok,
gpu_naive,build/GPU-Naive,gpu_naive,data/berlin52.tsp,6,1219709844,NA,NA,NA,NA,NA,8181,0.10,121856,ok,
cuda_ga,build/CUDA-GA,cuda_ga,data/berlin52.tsp,6,1219709844,512,NA,1000,0.05,4,8076,0.50,122096,ok,
cuda_ga_gpu_pop,build/CUDA-GA-GPU-Pop,GPU-Pop Control,data/berlin52.tsp,6,1219709844,NA,128,1000,0.05,2,9395,0.19,122212,ok,
cuda_ga_gpu_pop_bankconflict,build/CUDA-GA-GPU-Pop-bankconflict,GPU-Pop Bank-Conflict Variant,data/berlin52.tsp,6,1219709844,NA,128,1000,0.05,2,9395,0.19,122216,ok,
cuda_ga_gpu_pop_bitset,build/CUDA-GA-GPU-Pop-bitset,GPU-Pop Bitset Variant,data/berlin52.tsp,6,1219709844,NA,128,1000,0.05,2,9395,0.18,122224,ok,
cuda_ga_gpu_pop_parallel_sort,build/GA-GPU-POP-ParallelSort,GA-GPU-POP-ParallelSort,data/berlin52.tsp,6,1219709844,NA,128,1000,0.05,2,9706,0.15,122648,ok,
cuda_ga_gpu_pop_aos,build/GA-GPU-POP-AoS,GA-GPU-POP-AoS,data/berlin52.tsp,6,1219709844,NA,128,1000,0.05,2,9395,0.33,122212,ok,
cuda_ga_gpu_pop_global_dist,build/GA-GPU-POP-GlobalDist,GA-GPU-POP-GlobalDist,data/berlin52.tsp,6,1219709844,NA,128,1000,0.05,2,9395,0.22,122604,ok,
cuda_ga_gpu_pop_verbose_comments,build/GA-GPU-POP-VerboseComments,GA-GPU-POP-VerboseComments,data/berlin52.tsp,6,1219709844,NA,128,1000,0.05,2,9395,0.19,122212,ok,
cuda_ga_b1_stride,build/CUDA-GA-B1-stride,GPU-Pop B1-stride,data/berlin52.tsp,6,1219709844,NA,128,1000,0.05,2,9395,0.19,122192,ok,
cuda_ga_b2_bitmask,build/CUDA-GA-B2-bitmask,GPU-Pop B1+B2,data/berlin52.tsp,6,1219709844,NA,128,1000,0.05,2,9395,0.19,122192,ok,
cuda_ga_b3_reduce,build/CUDA-GA-B3-reduce,GPU-Pop B1+B2+B3-reduce,data/berlin52.tsp,6,1219709844,NA,128,1000,0.05,2,9706,0.14,122180,ok,
cuda_ga_b3_shuffle,build/CUDA-GA-B3-shuffle,GPU-Pop B1+B2+B3-shuffle,data/berlin52.tsp,6,1219709844,NA,128,1000,0.05,2,9706,0.14,122160,ok,
cuda_ga_b4_global,build/CUDA-GA-B4-global,GPU-Pop B1+B2+B3-shuffle+B4-global,data/berlin52.tsp,6,1219709844,NA,128,1000,0.05,2,9706,0.14,122020,ok,
cuda_ga_b4_smem,build/CUDA-GA-B4-smem,GPU-Pop B1+B2+B3-shuffle+B4-smem,data/berlin52.tsp,6,1219709844,NA,128,1000,0.05,2,9706,0.18,122064,ok,
gpu_naive,build/GPU-Naive,gpu_naive,data/berlin52.tsp,7,4126471924,NA,NA,NA,NA,NA,8181,0.10,121856,ok,
cuda_ga,build/CUDA-GA,cuda_ga,data/berlin52.tsp,7,4126471924,512,NA,1000,0.05,4,7640,0.51,122096,ok,
cuda_ga_gpu_pop,build/CUDA-GA-GPU-Pop,GPU-Pop Control,data/berlin52.tsp,7,4126471924,NA,128,1000,0.05,2,9630,0.19,122208,ok,
cuda_ga_gpu_pop_bankconflict,build/CUDA-GA-GPU-Pop-bankconflict,GPU-Pop Bank-Conflict Variant,data/berlin52.tsp,7,4126471924,NA,128,1000,0.05,2,9630,0.19,122220,ok,
cuda_ga_gpu_pop_bitset,build/CUDA-GA-GPU-Pop-bitset,GPU-Pop Bitset Variant,data/berlin52.tsp,7,4126471924,NA,128,1000,0.05,2,9630,0.18,122220,ok,
cuda_ga_gpu_pop_parallel_sort,build/GA-GPU-POP-ParallelSort,GA-GPU-POP-ParallelSort,data/berlin52.tsp,7,4126471924,NA,128,1000,0.05,2,9413,0.15,122268,ok,
cuda_ga_gpu_pop_aos,build/GA-GPU-POP-AoS,GA-GPU-POP-AoS,data/berlin52.tsp,7,4126471924,NA,128,1000,0.05,2,9630,0.33,122212,ok,
cuda_ga_gpu_pop_global_dist,build/GA-GPU-POP-GlobalDist,GA-GPU-POP-GlobalDist,data/berlin52.tsp,7,4126471924,NA,128,1000,0.05,2,9630,0.22,124128,ok,
cuda_ga_gpu_pop_verbose_comments,build/GA-GPU-POP-VerboseComments,GA-GPU-POP-VerboseComments,data/berlin52.tsp,7,4126471924,NA,128,1000,0.05,2,9630,0.19,122216,ok,
cuda_ga_b1_stride,build/CUDA-GA-B1-stride,GPU-Pop B1-stride,data/berlin52.tsp,7,4126471924,NA,128,1000,0.05,2,9630,0.19,122192,ok,
cuda_ga_b2_bitmask,build/CUDA-GA-B2-bitmask,GPU-Pop B1+B2,data/berlin52.tsp,7,4126471924,NA,128,1000,0.05,2,9630,0.19,122188,ok,
cuda_ga_b3_reduce,build/CUDA-GA-B3-reduce,GPU-Pop B1+B2+B3-reduce,data/berlin52.tsp,7,4126471924,NA,128,1000,0.05,2,9413,0.14,122636,ok,
cuda_ga_b3_shuffle,build/CUDA-GA-B3-shuffle,GPU-Pop B1+B2+B3-shuffle,data/berlin52.tsp,7,4126471924,NA,128,1000,0.05,2,9413,0.14,122164,ok,
cuda_ga_b4_global,build/CUDA-GA-B4-global,GPU-Pop B1+B2+B3-shuffle+B4-global,data/berlin52.tsp,7,4126471924,NA,128,1000,0.05,2,9413,0.14,122020,ok,
cuda_ga_b4_smem,build/CUDA-GA-B4-smem,GPU-Pop B1+B2+B3-shuffle+B4-smem,data/berlin52.tsp,7,4126471924,NA,128,1000,0.05,2,9413,0.17,122060,ok,
gpu_naive,build/GPU-Naive,gpu_naive,data/berlin52.tsp,8,2643005275,NA,NA,NA,NA,NA,8181,0.10,121856,ok,
cuda_ga,build/CUDA-GA,cuda_ga,data/berlin52.tsp,8,2643005275,512,NA,1000,0.05,4,7640,0.50,122092,ok,
cuda_ga_gpu_pop,build/CUDA-GA-GPU-Pop,GPU-Pop Control,data/berlin52.tsp,8,2643005275,NA,128,1000,0.05,2,9366,0.19,122216,ok,
cuda_ga_gpu_pop_bankconflict,build/CUDA-GA-GPU-Pop-bankconflict,GPU-Pop Bank-Conflict Variant,data/berlin52.tsp,8,2643005275,NA,128,1000,0.05,2,9366,0.18,122212,ok,
cuda_ga_gpu_pop_bitset,build/CUDA-GA-GPU-Pop-bitset,GPU-Pop Bitset Variant,data/berlin52.tsp,8,2643005275,NA,128,1000,0.05,2,9366,0.18,122220,ok,
cuda_ga_gpu_pop_parallel_sort,build/GA-GPU-POP-ParallelSort,GA-GPU-POP-ParallelSort,data/berlin52.tsp,8,2643005275,NA,128,1000,0.05,2,8883,0.15,122260,ok,
cuda_ga_gpu_pop_aos,build/GA-GPU-POP-AoS,GA-GPU-POP-AoS,data/berlin52.tsp,8,2643005275,NA,128,1000,0.05,2,9366,0.32,122208,ok,
cuda_ga_gpu_pop_global_dist,build/GA-GPU-POP-GlobalDist,GA-GPU-POP-GlobalDist,data/berlin52.tsp,8,2643005275,NA,128,1000,0.05,2,9366,0.22,124132,ok,
cuda_ga_gpu_pop_verbose_comments,build/GA-GPU-POP-VerboseComments,GA-GPU-POP-VerboseComments,data/berlin52.tsp,8,2643005275,NA,128,1000,0.05,2,9366,0.19,122212,ok,
cuda_ga_b1_stride,build/CUDA-GA-B1-stride,GPU-Pop B1-stride,data/berlin52.tsp,8,2643005275,NA,128,1000,0.05,2,9366,0.19,124224,ok,
cuda_ga_b2_bitmask,build/CUDA-GA-B2-bitmask,GPU-Pop B1+B2,data/berlin52.tsp,8,2643005275,NA,128,1000,0.05,2,9366,0.19,122188,ok,
cuda_ga_b3_reduce,build/CUDA-GA-B3-reduce,GPU-Pop B1+B2+B3-reduce,data/berlin52.tsp,8,2643005275,NA,128,1000,0.05,2,8883,0.14,122176,ok,
cuda_ga_b3_shuffle,build/CUDA-GA-B3-shuffle,GPU-Pop B1+B2+B3-shuffle,data/berlin52.tsp,8,2643005275,NA,128,1000,0.05,2,8883,0.14,122164,ok,
cuda_ga_b4_global,build/CUDA-GA-B4-global,GPU-Pop B1+B2+B3-shuffle+B4-global,data/berlin52.tsp,8,2643005275,NA,128,1000,0.05,2,8883,0.14,122020,ok,
cuda_ga_b4_smem,build/CUDA-GA-B4-smem,GPU-Pop B1+B2+B3-shuffle+B4-smem,data/berlin52.tsp,8,2643005275,NA,128,1000,0.05,2,8883,0.18,122068,ok,
gpu_naive,build/GPU-Naive,gpu_naive,data/berlin52.tsp,9,3878210447,NA,NA,NA,NA,NA,8181,0.10,121856,ok,
cuda_ga,build/CUDA-GA,cuda_ga,data/berlin52.tsp,9,3878210447,512,NA,1000,0.05,4,7640,0.51,122100,ok,
cuda_ga_gpu_pop,build/CUDA-GA-GPU-Pop,GPU-Pop Control,data/berlin52.tsp,9,3878210447,NA,128,1000,0.05,2,9319,0.19,122216,ok,
cuda_ga_gpu_pop_bankconflict,build/CUDA-GA-GPU-Pop-bankconflict,GPU-Pop Bank-Conflict Variant,data/berlin52.tsp,9,3878210447,NA,128,1000,0.05,2,9319,0.19,122208,ok,
cuda_ga_gpu_pop_bitset,build/CUDA-GA-GPU-Pop-bitset,GPU-Pop Bitset Variant,data/berlin52.tsp,9,3878210447,NA,128,1000,0.05,2,9319,0.18,124260,ok,
cuda_ga_gpu_pop_parallel_sort,build/GA-GPU-POP-ParallelSort,GA-GPU-POP-ParallelSort,data/berlin52.tsp,9,3878210447,NA,128,1000,0.05,2,9325,0.15,122264,ok,
cuda_ga_gpu_pop_aos,build/GA-GPU-POP-AoS,GA-GPU-POP-AoS,data/berlin52.tsp,9,3878210447,NA,128,1000,0.05,2,9319,0.32,124252,ok,
cuda_ga_gpu_pop_global_dist,build/GA-GPU-POP-GlobalDist,GA-GPU-POP-GlobalDist,data/berlin52.tsp,9,3878210447,NA,128,1000,0.05,2,9319,0.22,122100,ok,
cuda_ga_gpu_pop_verbose_comments,build/GA-GPU-POP-VerboseComments,GA-GPU-POP-VerboseComments,data/berlin52.tsp,9,3878210447,NA,128,1000,0.05,2,9319,0.19,124248,ok,
cuda_ga_b1_stride,build/CUDA-GA-B1-stride,GPU-Pop B1-stride,data/berlin52.tsp,9,3878210447,NA,128,1000,0.05,2,9319,0.19,122188,ok,
cuda_ga_b2_bitmask,build/CUDA-GA-B2-bitmask,GPU-Pop B1+B2,data/berlin52.tsp,9,3878210447,NA,128,1000,0.05,2,9319,0.19,122188,ok,
cuda_ga_b3_reduce,build/CUDA-GA-B3-reduce,GPU-Pop B1+B2+B3-reduce,data/berlin52.tsp,9,3878210447,NA,128,1000,0.05,2,9325,0.14,122176,ok,
cuda_ga_b3_shuffle,build/CUDA-GA-B3-shuffle,GPU-Pop B1+B2+B3-shuffle,data/berlin52.tsp,9,3878210447,NA,128,1000,0.05,2,9325,0.14,124632,ok,
cuda_ga_b4_global,build/CUDA-GA-B4-global,GPU-Pop B1+B2+B3-shuffle+B4-global,data/berlin52.tsp,9,3878210447,NA,128,1000,0.05,2,9325,0.14,122020,ok,
cuda_ga_b4_smem,build/CUDA-GA-B4-smem,GPU-Pop B1+B2+B3-shuffle+B4-smem,data/berlin52.tsp,9,3878210447,NA,128,1000,0.05,2,9325,0.18,122060,ok,
gpu_naive,build/GPU-Naive,gpu_naive,data/berlin52.tsp,10,3549828455,NA,NA,NA,NA,NA,8181,0.10,121856,ok,
cuda_ga,build/CUDA-GA,cuda_ga,data/berlin52.tsp,10,3549828455,512,NA,1000,0.05,4,8106,0.51,124132,ok,
cuda_ga_gpu_pop,build/CUDA-GA-GPU-Pop,GPU-Pop Control,data/berlin52.tsp,10,3549828455,NA,128,1000,0.05,2,9493,0.19,122212,ok,
cuda_ga_gpu_pop_bankconflict,build/CUDA-GA-GPU-Pop-bankconflict,GPU-Pop Bank-Conflict Variant,data/berlin52.tsp,10,3549828455,NA,128,1000,0.05,2,9493,0.19,124260,ok,
cuda_ga_gpu_pop_bitset,build/CUDA-GA-GPU-Pop-bitset,GPU-Pop Bitset Variant,data/berlin52.tsp,10,3549828455,NA,128,1000,0.05,2,9493,0.17,122680,ok,
cuda_ga_gpu_pop_parallel_sort,build/GA-GPU-POP-ParallelSort,GA-GPU-POP-ParallelSort,data/berlin52.tsp,10,3549828455,NA,128,1000,0.05,2,9493,0.15,122268,ok,
cuda_ga_gpu_pop_aos,build/GA-GPU-POP-AoS,GA-GPU-POP-AoS,data/berlin52.tsp,10,3549828455,NA,128,1000,0.05,2,9493,0.33,124252,ok,
cuda_ga_gpu_pop_global_dist,build/GA-GPU-POP-GlobalDist,GA-GPU-POP-GlobalDist,data/berlin52.tsp,10,3549828455,NA,128,1000,0.05,2,9493,0.22,122092,ok,
cuda_ga_gpu_pop_verbose_comments,build/GA-GPU-POP-VerboseComments,GA-GPU-POP-VerboseComments,data/berlin52.tsp,10,3549828455,NA,128,1000,0.05,2,9493,0.19,122216,ok,
cuda_ga_b1_stride,build/CUDA-GA-B1-stride,GPU-Pop B1-stride,data/berlin52.tsp,10,3549828455,NA,128,1000,0.05,2,9493,0.19,122188,ok,
cuda_ga_b2_bitmask,build/CUDA-GA-B2-bitmask,GPU-Pop B1+B2,data/berlin52.tsp,10,3549828455,NA,128,1000,0.05,2,9493,0.18,122656,ok,
cuda_ga_b3_reduce,build/CUDA-GA-B3-reduce,GPU-Pop B1+B2+B3-reduce,data/berlin52.tsp,10,3549828455,NA,128,1000,0.05,2,9493,0.14,122176,ok,
